ZONA;RESPONSABLE ZONA;TECNICO AGRICOLA RESPONSABLE;FINCA; UBICACIÓN TÉCNICA;FECHA DEL PROXIMO CORTE;Zona Agroecologica;FECHA DE SIEMBRA;FECHA DE ULTIMO CORTE;EDAD HOY MESES;NUMERO DE CORTE;VARIEDAD;AREA NETA HA;FECHA PROXIMO CORTE PPTO;TONELADAS PPTO;TONELADAS Estimadas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-601;2025/10/14;1H1;2010/12/27;2024/09/29; 12,9 ;14;CC 01-1940;1,93;2025/09/29; 234 ; 241 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-610;2026/06/14;7H0;2023/06/23;2025/06/08; 4,7 ;03;CC 05-430;4,39;2025/06/29; 555 ; 650 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-611;2026/11/04;6H1;2022/10/18;2025/10/23; 0,2 ;04;VARIAS;7,19;2025/10/28; 977 ; 984 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-612;2026/06/17;7H0;2023/06/21;2025/06/08; 4,7 ;03;CC 05-430;6,67;2025/06/28; 851 ; 1.008 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-613;2026/06/11;1H1;2023/06/23;2025/06/11; 4,6 ;03;CC 05-430;2,79;2025/07/07; 342 ; 449 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-620;2025/11/08;7H0;2024/11/08;2024/09/24; 11,6 ;01;CC 05-430;12,88;2025/12/24; 1.721 ; 1.803 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-630;2025/11/15;7H0;2024/10/31;2024/09/22; 11,9 ;01;CC 13-2035;13,47;2025/12/24; 1.799 ; 1.886 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-640;2026/10/19;1H1;2024/09/21;2025/10/04; 0,8 ;02;CC 05-430;13,37;2025/09/21; 1.867 ; 1.881 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-650;2026/09/07;5H3;2018/10/24;2025/08/23; 2,2 ;08;CC 01-1940;7,28;2025/08/28; 884 ; 910 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-651;2025/10/30;5H3;2024/09/30;2024/05/28; 12,9 ;01;CC 05-430;7,10;2025/09/27; 941 ; 948 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; MORILLO;3105-660;2026/09/06;5H3;2023/04/28;2025/07/13; 3,5 ;03;CC 11-595;4,07;2025/07/28; 512 ; 509 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-010;2026/08/13;5H3;2023/07/12;2025/07/29; 3,0 ;03;CC 05-430;19,57;2025/08/20; 2.575 ; 2.594 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-020;2026/01/02;10H3;2023/10/28;2024/12/21; 10,2 ;02;CC 11-595;17,13;2025/11/29; 2.147 ; 2.059 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-060;2026/07/09;5H3;2023/07/05;2025/06/09; 4,6 ;03;CC 05-430;4,00;2025/06/09; 490 ; 400 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-061;2025/11/30;5H3;2018/09/13;2024/11/30; 10,9 ;07;CC 01-1940;11,43;2025/12/10; 1.333 ; 1.344 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-062;2025/12/30;5H3;2015/11/14;2024/11/30; 10,9 ;10;CC 01-1940;3,56;2026/01/10; 422 ; 425 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-070;2026/01/03;5H3;2023/11/13;2024/12/13; 10,5 ;02;VARIAS;17,64;2025/12/19; 2.448 ; 2.209 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-110;2025/12/18;5H3;2012/08/03;2024/12/15; 10,4 ;13;CC 01-1940;9,63;2025/12/29; 1.121 ; 1.131 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-111;2026/09/06;5H3;2024/09/03;2025/09/06; 1,7 ;02;CC 05-430;9,01;2025/09/27; 1.286 ; 1.295 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-120;2025/12/15;5H3;2017/09/20;2024/12/15; 10,4 ;08;CC 99-2282;16,27;2025/11/28; 1.976 ; 1.992 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-160;2026/08/16;5H3;2015/12/05;2025/08/01; 2,9 ;10;CC 01-1940;11,39;2025/07/23; 1.356 ; 1.370 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-161;2025/12/14;5H3;2020/11/19;2024/12/14; 10,4 ;05;CC 01-1940;5,62;2025/12/17; 669 ; 674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-170;2025/11/24;5H3;2019/09/20;2024/11/24; 11,1 ;06;CC 11-600;12,62;2025/12/06; 1.379 ; 1.392 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-171;2025/10/02;5H3;2024/09/17;2024/07/25; 13,3 ;01;CC 05-430;3,17;2025/09/12; 428 ; 444 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-210;2026/06/16;5H2;2024/03/12;2025/03/17; 7,4 ;02;CC 05-430;19,34;2025/06/11; 2.760 ; 2.769 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-220;2025/11/09;5H3;2015/08/29;2024/11/09; 11,6 ;10;CC 01-1940;11,92;2025/11/30; 1.303 ; 1.315 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-221;2025/10/22;5H3;2019/04/01;2024/10/07; 12,7 ;06;CC 01-1940;2,14;2025/10/20; 241 ; 244 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-222;2025/10/04;5H3;2024/04/01;2024/12/04; 10,8 ;02;CC 13-2035;1,61;2025/05/25; 114 ; 114 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-261;2025/12/21;5H2;2013/02/05;2024/11/21; 11,2 ;12;CC 85-92;4,98;2025/12/05; 575 ; 580 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-262;2025/12/14;5H3;2012/08/24;2024/12/14; 10,4 ;13;CC 85-92;7,56;2025/11/27; 872 ; 880 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-270;2026/08/06;5H3;2025/08/06;2025/05/08; 2,7 ;01;CC 13-2035;7,80;2025/07/22; 398 ; 398 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-271;2026/08/07;5H3;2025/08/07;2025/05/12; 2,7 ;01;CC 13-2035;7,84;2025/07/22; 400 ; 400 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-300;2026/01/14;5H3;2012/03/01;2024/12/15; 10,4 ;13;CC 01-1940;2,10;2025/12/12; 242 ; 244 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-301;2025/10/08;5H3;2024/08/24;2024/03/30; 14,1 ;01;CC 05-430;2,84;2025/08/24; 377 ; 398 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-310;2026/01/29;10H3;2025/08/30;2025/07/31; 1,9 ;01;MAJA 6;15,77;2025/07/24; 1.839 ; 1.735 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-340;2026/07/22;5H3;2021/03/02;2025/07/31; 2,9 ;05;CC 11-595;16,88;2025/07/25; 1.982 ; 2.161 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-350;2026/10/01;5H3;2024/08/23;2025/09/01; 1,9 ;02;CC 05-430;5,53;2025/08/23; 761 ; 774 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-351;2025/10/31;5H3;2013/01/31;2024/10/01; 12,9 ;12;CC 85-92;5,66;2025/09/27; 677 ; 683 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-352;2026/08/16;5H3;2023/08/04;2025/08/01; 2,9 ;03;CC 99-2282;4,36;2025/07/26; 561 ; 543 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-400;2026/10/06;5H3;2018/05/07;2025/09/06; 1,7 ;08;CC 01-1940;8,82;2025/08/25; 1.125 ; 1.147 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-410;2026/07/26;5H3;2022/08/12;2025/07/26; 3,1 ;04;CC 11-595;17,32;2025/07/20; 2.121 ; 2.182 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-420;2026/10/25;5H3;2022/09/13;2025/09/25; 1,1 ;04;CC 11-595;10,30;2025/08/24; 1.126 ; 1.136 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-422;2026/01/04;5H3;2024/02/03;2024/12/23; 10,2 ;02;CC 12-2120;4,70;2025/02/17; 629 ; 518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-500;2025/10/12;5H3;2015/03/10;2024/09/12; 13,5 ;10;CC 01-1940;18,57;2025/09/12; 2.255 ; 2.274 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-510;2026/09/18;23H1;2023/09/27;2025/09/18; 1,3 ;04;CC 05-430;11,93;2025/09/13; 1.521 ; 1.551 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-511;2026/10/07;23H1;2023/09/30;2025/09/22; 1,2 ;03;CC 05-430;9,68;2025/10/29; 1.274 ; 1.284 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-520;2025/10/12;5H3;2017/09/25;2024/09/12; 13,5 ;08;CC 01-1940;14,64;2025/08/26; 1.783 ; 1.797 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Freddy Reyes; VENECIA;3109-530;2025/10/23;5H3;2021/09/10;2024/10/08; 12,6 ;04;CC 11-595;15,27;2025/10/13; 1.914 ; 1.929 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-010;2026/07/11;5H3;2025/07/26;2025/01/23; 3,1 ;01;CC 13-2035;7,44;2025/01/30; 816 ; 816 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-020;2026/08/19;5H3;2024/08/23;2025/08/19; 2,3 ;02;CC 05-430;12,22;2025/08/23; 1.632 ; 1.711 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-030;2026/02/21;5H3;2025/04/25;2025/09/22; 1,2 ;01;PANORAMA;7,06;2025/07/17; 64 ; 64 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-031;2026/09/27;5H3;2019/03/25;2025/09/12; -   ;01;RENOVACION;6,13;2025/08/28; 670 ; 676 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-040;2026/03/16;5H3;2024/02/24;2025/03/10; 7,6 ;02;CC 11-595;10,62;2025/02/18; 1.299 ; 1.368 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-050;2025/10/21;5H3;2014/03/25;2024/10/06; 12,7 ;11;CC 01-1940;8,33;2025/10/17; 940 ; 948 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-051;2026/12/07;5H3;2024/08/28;2025/10/23; 0,2 ;02;CC 05-430;8,07;2025/08/28; 1.029 ; 1.089 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-060;2026/01/08;5H3;2018/09/11;2024/12/09; 10,6 ;07;CC 01-1940;4,72;2025/12/17; 573 ; 590 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-061;2025/10/13;5H3;2023/11/22;2024/12/13; 10,5 ;02;CC 11-0132;3,10;2025/05/22; 181 ; 181 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-064;2026/01/11;5H3;2014/03/28;2024/12/12; 10,5 ;11;CC 01-1940;3,02;2025/12/17; 367 ; 378 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-070;2026/01/21;5H3;2024/01/20;2024/12/22; 10,2 ;02;CC 11-0132;10,42;2025/12/29; 1.265 ; 1.303 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-071;2026/04/18;5H3;2024/02/10;2025/03/25; 7,1 ;02;CC 11-595;4,70;2025/02/24; 595 ; 603 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-080;2025/12/25;5H3;2023/11/23;2024/12/13; 10,5 ;02;CC 11-0132;3,42;2025/12/13; 419 ; 428 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-081;2026/01/21;5H3;2024/01/18;2024/12/22; 10,2 ;02;CC 11-0132;5,21;2025/12/30; 638 ; 651 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-082;2025/12/09;5H3;2023/11/25;2024/12/09; 10,6 ;02;CC 11-0132;3,30;2025/11/24; 411 ; 414 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-090;2025/10/07;10H2;2018/09/06;2024/09/22; 13,2 ;07;CC 01-1940;6,79;2025/09/22; 825 ; 831 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-091;2025/10/08;10H2;2014/03/22;2024/09/23; 13,1 ;11;CC 01-1940;10,70;2025/09/23; 1.256 ; 1.284 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-092;2025/10/08;10H2;2016/08/11;2024/09/23; 13,1 ;09;CC 01-1940;6,27;2025/09/23; 731 ; 752 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-100;2026/09/14;5H3;2024/05/31;2025/07/15; 3,4 ;02;CC 05-430;11,73;2025/06/30; 1.528 ; 1.642 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-110;2026/02/15;5H3;2025/04/25;2025/09/16; 1,4 ;01;PANORAMA;15,51;2025/07/17; 141 ; 140 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-120;2026/09/16;5H3;2023/08/18;2025/09/01; 1,9 ;03;CC 11-595;15,70;2025/08/30; 1.922 ; 1.963 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-130;2026/08/22;5H3;2014/04/03;2025/08/07; 2,7 ;12;CC 01-1940;1,98;2025/07/29; 240 ; 263 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-140;2026/09/25;5H3;2023/09/02;2025/08/26; 2,1 ;03;CC 05-430;9,88;2025/09/18; 1.180 ; 1.190 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-141;2026/09/10;5H3;2023/09/07;2025/08/26; 2,1 ;03;CC 11-595;6,22;2025/08/31; 743 ; 749 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-150;2026/08/23;5H3;2023/08/24;2025/08/23; 2,2 ;03;CC 05-430;6,06;2025/08/17; 711 ; 727 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-151;2026/07/21;5H3;2022/05/31;2025/07/21; 3,3 ;04;CC 11-595;11,65;2025/07/22; 1.355 ; 1.398 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-160;2026/08/24;5H3;2023/08/20;2025/08/24; 2,1 ;03;CC 05-430;5,98;2025/08/18; 732 ; 748 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-161;2026/08/19;5H3;2021/07/15;2025/08/04; 2,8 ;05;CC 11-595;5,58;2025/08/13; 655 ; 719 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-162;2026/07/23;5H3;2022/05/20;2025/07/23; 3,2 ;04;CC 11-595;5,97;2025/07/22; 701 ; 716 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-170;2026/10/24;5H3;2012/02/28;2025/10/09; 0,6 ;14;CC 01-1940;11,71;2025/09/24; 1.362 ; 1.374 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-180;2026/08/23;5H3;2023/08/23;2025/08/23; 2,2 ;03;CC 05-430;9,64;2025/08/18; 1.151 ; 1.205 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-190;2026/12/13;5H3;2024/02/28;2025/07/20; 3,3 ;02;CC 05-430;16,33;2025/02/27; 2.023 ; 2.286 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-200;2025/12/16;5H3;2014/03/20;2024/12/07; 10,7 ;11;CC 01-1940;17,24;2025/12/30; 2.006 ; 2.023 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-210;2026/12/14;5H3;2024/09/14;2025/09/14; 1,4 ;02;CC 05-430;22,26;2025/12/12; 2.951 ; 3.116 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-220;2025/11/11;5H3;2024/10/12;2024/07/28; 12,5 ;01;CC 05-430;16,56;2025/10/25; 2.195 ; 2.318 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-240;2026/07/31;5H3;2024/06/27;2025/07/16; 3,4 ;02;VARIAS;16,17;2025/07/12; 2.144 ; 2.264 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-250;2026/12/19;5H3;2024/03/31;2025/07/20; 3,3 ;02;CC 05-430;8,75;2025/06/30; 1.160 ; 1.225 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-251;2026/11/15;5H3;2024/04/30;2025/07/16; 3,4 ;02;CC 05-430;8,63;2025/06/02; 1.144 ; 1.208 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-260;2026/01/15;5H3;2020/10/08;2024/12/16; 10,4 ;05;VARIAS;9,96;2025/12/26; 1.075 ; 1.085 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-261;2025/11/06;5H3;2023/10/14;2024/10/16; 12,4 ;02;CC 11-595;3,18;2025/10/01; 386 ; 389 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-262;2026/07/14;5H3;2024/07/13;2025/07/23; 3,2 ;02;CC 05-430;5,95;2025/07/28; 768 ; 833 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-270;2025/12/08;5H3;2023/12/30;2024/12/08; 10,6 ;02;CC 12-2120;19,61;2025/12/29; 2.401 ; 2.421 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-290;2026/03/25;5H3;2023/04/20;2025/03/25; 7,1 ;03;CC 12-2120;5,63;2025/03/19; 689 ; 732 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Andres Mesa; NORMANDIA;3110-291;2026/08/22;5H3;2023/06/29;2025/08/07; 2,7 ;03;CC 05-430;6,20;2025/07/22; 753 ; 771 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
