ZONA;RESPONSABLE ZONA;TECNICO AGRICOLA RESPONSABLE;FINCA; UBICACIÓN TÉCNICA;FECHA DEL PROXIMO CORTE;Zona Agroecologica;FECHA DE SIEMBRA;FECHA DE ULTIMO CORTE;EDAD HOY MESES;NUMERO DE CORTE;VARIEDAD;AREA NETA HA;FECHA PROXIMO CORTE PPTO;TONELADAS PPTO;TONELADAS Estimadas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-100;2026/09/28;6H1;2022/09/16;2025/08/29; 2,0 ;04;VARIAS;15,35;2025/08/31; 1.662 ; 1.662 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-110;2026/09/13;11H1;2020/06/18;2025/08/29; 2,0 ;06;CC 11-595;11,66;2025/08/21; 1.357 ; 1.357 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-120;2026/09/06;6H1;2025/09/15;2025/03/13; 1,4 ;01;CC 13-2035;8,55;2025/03/19; 926 ; 562 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-130;2026/09/26;4H1;2025/10/05;2025/03/13; 0,8 ;01;CC 05-430;8,54;2025/03/19; 925 ; 844 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-140;2026/06/15;4H1;2021/07/21;2025/06/30; 3,9 ;05;VARIAS;10,61;2025/06/30; 1.288 ; 1.288 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-141;2026/07/12;15H1;2022/05/03;2025/06/12; 4,5 ;04;CC 05-430;5,49;2025/06/17; 689 ; 670 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-142;2026/01/06;4H1;2021/07/21;2024/12/07; 10,7 ;04;VARIAS;2,98;2025/12/06; 338 ; 338 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-150;2026/11/15;15H1;2025/10/16;2025/03/14; 0,4 ;01;CC 11-0129;14,26;2025/04/20; 1.544 ; 1.725 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-160;2026/03/03;15H1;2022/02/26;2025/03/15; 7,5 ;04;CC 99-2282;8,44;2025/03/29; 914 ; 822 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-170;2026/09/27;15H1;2024/08/01;2025/08/28; 2,0 ;02;CC 09-066;7,42;2025/07/23; 954 ; 965 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-180;2026/06/30;15H1;2017/04/20;2025/07/12; 3,5 ;09;CC 93-4418;8,06;2025/07/16; 938 ; 967 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-190;2026/09/20;15H1;2023/06/10;2025/07/21; 3,3 ;03;VARIAS;22,23;2025/06/29; 2.430 ; 2.430 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-200;2026/10/03;15H1;2025/09/03;2025/05/04; 1,8 ;01;CC 11-0132;1,69;2025/06/26; 192 ; 192 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-230;2026/04/14;6H1;2011/07/14;2025/03/15; -   ;01;RENOVACION;8,50;2025/04/20; 920 ; 906 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-231;2025/11/17;15H1;2015/03/21;2024/11/02; 11,8 ;10;CC 01-1940;2,11;2025/10/31; 239 ; 239 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-232;2025/12/13;6H1;2019/02/01;2024/11/28; 11,0 ;06;CC 99-2282;6,58;2025/11/28; 713 ; 713 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-240;2025/12/04;6H1;2016/10/13;2024/11/19; 11,3 ;09;CC 01-1940;8,58;2025/11/19; 972 ; 972 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-250;2026/09/27;15H1;2007/08/16;2025/08/28; 2,0 ;19;CC 85-92;8,67;2025/08/31; 1.079 ; 1.084 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-260;2026/03/29;6H1;2023/02/24;2025/03/05; 7,8 ;03;CC 99-2282;11,37;2025/02/18; 1.277 ; 1.183 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-270;2026/04/22;15H1;2023/03/06;2025/03/05; 7,8 ;03;CC 11-595;16,34;2025/03/12; 1.819 ; 2.007 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-280;2026/07/15;15H1;2022/07/22;2025/06/30; 3,9 ;04;VARIAS;9,47;2025/07/13; 1.212 ; 1.250 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-310;2026/07/27;6H1;2011/07/08;2025/07/27; 3,1 ;14;CC 85-92;1,94;2025/07/21; 236 ; 239 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-320;2026/07/15;6H1;2015/03/13;2025/06/30; 3,9 ;11;CC 97-7170;4,61;2025/07/13; 590 ; 597 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-330;2025/12/06;7H1;2017/09/14;2024/11/21; 11,2 ;08;CC 99-2282;6,13;2025/11/23; 775 ; 782 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-340;2025/11/02;6H1;2014/08/25;2024/11/02; 11,8 ;11;VARIAS;8,46;2025/12/04; 1.070 ; 1.079 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-341;2026/04/14;6H1;2022/03/09;2025/03/15; 7,5 ;04;CC 99-2282;8,06;2025/04/20; 925 ; 808 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-350;2025/12/18;6H1;2024/12/18;2024/10/12; 10,3 ;01;CC 05-430;16,82;2025/12/28; 2.383 ; 2.400 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-360;2025/10/13;6H1;2024/12/13;2024/10/11; 10,5 ;01;CC 09-066;10,45;2025/12/28; 1.481 ; 1.491 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-362;2026/08/20;10H3;2025/08/20;2025/06/30; 2,3 ;01;CC 09-066;9,49;2025/07/18; 1.152 ; 1.167 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-370;2025/10/28;6H1;2024/10/28;2024/07/20; 12,0 ;01;CC 05-430;17,28;2025/09/30; 2.273 ; 2.419 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-380;2026/10/23;15H1;2024/10/09;2025/10/23; 0,2 ;02;CC 05-430;21,72;2025/09/30; 2.857 ; 3.041 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-390;2026/03/28;15H1;2023/05/17;2025/04/12; 6,5 ;03;CC 05-430;9,77;2025/04/18; 1.318 ; 917 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-391;2026/07/08;15H1;2021/07/23;2025/07/14; 3,5 ;05;CC 99-2282;7,40;2025/07/18; 996 ; 1.007 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-400;2025/11/04;15H1;2016/12/05;2024/11/04; 11,8 ;09;CC 01-1940;15,08;2025/12/05; 1.831 ; 1.893 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-431;2026/10/12;6H2;2018/08/30;2025/09/12; -   ;01;RENOVACION;3,17;2025/08/17; 375 ; 379 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-432;2026/02/25;6H2;2025/04/26;2025/09/26; 1,1 ;01;PANORAMA;1,87;2025/07/26; 17 ; 17 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-471;2025/11/03;6H2;2023/11/14;2024/11/03; 11,8 ;02;CC 11-0132;10,52;2025/11/28; 1.384 ; 1.395 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-510;2026/10/09;1H1;2024/09/07;2025/09/09; 1,6 ;02;CC 09-066;7,82;2025/09/30; 1.020 ; 1.027 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-513;2025/11/05;1H1;2023/10/28;2024/11/02; 11,8 ;02;CC 12-2120;5,38;2025/10/30; 653 ; 659 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-514;2026/09/09;1H1;2024/09/06;2025/09/09; 1,6 ;02;CC 11-595;4,01;2025/09/30; 528 ; 532 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-520;2025/10/30;1H1;2016/08/05;2024/10/30; 11,9 ;09;CC 01-1940;9,81;2025/12/04; 1.191 ; 1.201 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-530;2026/04/07;1H1;2025/02/05;2024/12/05; 8,7 ;01;CC 11-0129;12,74;2026/01/29; 1.880 ; 1.784 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-532;2026/04/08;1H1;2025/02/06;2024/12/05; 8,7 ;01;CC 13-2035;11,11;2026/01/29; 1.660 ; 1.555 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-533;2025/12/04;1H1;2022/09/30;2024/12/04; 10,8 ;03;CC 99-2282;4,71;2025/12/12; 524 ; 529 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-534;2026/06/24;1H1;2014/10/29;2025/06/30; -   ;01;RENOVACION;6,14;2025/06/10; 704 ; 710 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-540;2025/12/21;5H3;2025/08/07;2025/06/11; 2,7 ;01;MAJA 6;9,63;2025/06/02; 1.154 ; 1.125 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-541;2025/11/06;5H3;2018/07/13;2024/10/13; 12,5 ;07;CC 01-1940;4,50;2025/09/28; 546 ; 551 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-550;2026/07/29;5H3;2018/07/12;2025/07/14; 3,5 ;08;CC 01-1940;7,99;2025/07/06; 1.035 ; 1.047 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-551;2026/08/15;5H3;2021/01/08;2025/07/16; 3,4 ;05;VARIAS;7,73;2025/06/25; 1.001 ; 1.009 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-560;2026/07/31;5H3;2021/02/15;2025/07/16; 3,4 ;05;VARIAS;8,59;2025/07/11; 1.218 ; 1.231 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-561;2026/07/31;5H3;2021/02/22;2025/07/16; 3,4 ;05;CC 01-1940;7,76;2025/07/13; 1.106 ; 1.117 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-570;2026/11/07;6H1;2010/03/03;2025/10/23; 0,2 ;16;CC 85-92;7,32;2025/10/16; 889 ; 896 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-571;2026/10/16;6H1;2025/10/22;2025/07/12; 0,2 ;01;CC 11-0132;7,51;2025/07/19; 912 ; 939 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-580;2026/07/01;6H1;2021/03/10;2025/06/16; 4,4 ;05;CC 05-430;7,55;2025/06/02; 1.061 ; 1.133 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-581;2025/12/03;6H1;2020/12/23;2024/12/03; 10,8 ;05;VARIAS;7,55;2025/12/20; 1.016 ; 1.024 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-590;2025/12/02;5H3;2021/11/04;2024/11/17; 11,3 ;04;VARIAS;15,30;2025/11/22; 1.966 ; 1.982 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-600;2026/10/01;15H1;2024/08/20;2025/09/01; 1,9 ;02;CC 09-066;9,58;2025/09/19; 1.377 ; 1.386 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-602;2025/10/23;15H1;2019/03/15;2024/10/08; 12,6 ;06;CC 10-450;9,80;2025/10/16; 1.229 ; 1.238 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-610;2025/12/12;15H1;2022/02/02;2024/12/12; 10,5 ;04;VARIAS;18,98;2025/12/26; 2.343 ; 2.373 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-620;2025/11/23;15H1;2019/09/11;2024/11/23; 11,1 ;06;CC 01-1228;4,66;2025/12/04; 571 ; 575 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-621;2026/07/22;15H1;2023/06/28;2025/07/16; 3,4 ;03;VARIAS;9,05;2025/07/25; 1.374 ; 1.387 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-623;2025/11/23;15H1;2022/02/09;2024/11/23; 11,1 ;04;CC 01-1940;5,82;2025/12/04; 713 ; 718 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-630;2026/02/17;15H1;2021/02/10;2025/02/17; 8,3 ;05;CC 99-2282;7,30;2025/02/21; 968 ; 1.059 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-631;2026/02/10;15H1;2022/03/22;2025/02/25; 8,0 ;04;CC 99-2282;5,32;2025/02/20; 721 ; 641 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-640;2026/04/12;23H1;2022/03/18;2025/04/12; 6,5 ;04;VARIAS;15,99;2025/04/27; 2.104 ; 2.319 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-650;2026/04/04;23H1;2022/03/28;2025/04/10; 6,6 ;04;CC 05-430;17,33;2025/04/29; 2.431 ; 2.582 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Leonardo Andres Lopez;Jhon Erik Sanmiguel Rangel; RIOPAILA;3501-651;2026/04/04;23H1;2022/03/31;2025/04/10; 6,6 ;04;CC 05-430;5,03;2025/04/27; 646 ; 604 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-010;2026/10/20;1H1;2022/02/05;2025/10/20; 0,3 ;05;CC 01-1940;1,90;2025/12/26; 223 ; 225 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-011;2025/11/16;1H1;2021/08/28;2024/10/17; 12,4 ;04;CC 11-595;2,62;2025/10/30; 302 ; 305 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-012;2026/11/08;1H1;2022/02/05;2025/10/21; 0,2 ;05;CC 01-1940;3,77;2025/12/28; 421 ; 425 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-015;2026/07/12;1H1;2024/05/28;2025/06/12; 4,5 ;02;CC 05-430;14,02;2025/02/10; 1.252 ; 1.954 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-016;2026/07/24;1H1;2024/07/25;2025/07/09; 3,6 ;02;CC 05-430;6,91;2025/05/01; 695 ; 864 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-017;2026/09/19;1H1;2024/09/02;2025/09/04; 1,8 ;02;CC 05-430;2,88;2025/09/17; 408 ; 411 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-020;2026/08/12;1H1;2024/08/06;2025/08/12; 2,5 ;02;VARIAS;12,74;2025/08/21; 1.818 ; 1.873 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-025;2026/08/23;1H1;2017/03/07;2025/08/08; -   ;01;RENOVACION;12,44;2025/08/18; 1.448 ; 1.388 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-030;2025/12/06;11H1;2012/10/27;2024/11/06; 11,7 ;13;CC 01-1940;21,98;2025/11/22; 2.784 ; 2.806 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-040;2026/09/17;11H1;2024/08/28;2025/09/02; 1,8 ;02;CC 09-066;10,72;2025/08/28; 1.530 ; 1.554 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-044;2025/12/07;11H1;2023/10/09;2024/10/17; 12,4 ;02;CC 05-430;3,79;2025/11/28; 525 ; 550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-050;2025/11/05;11H1;2015/02/03;2024/10/18; 12,3 ;11;CC 01-1940;3,18;2025/10/18; 348 ; 351 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-060;2025/12/05;11H1;2019/12/12;2024/11/05; 11,7 ;06;CC 10-450;2,18;2025/11/22; 238 ; 240 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-080;2025/12/18;6H1;2022/12/01;2024/12/03; 10,8 ;03;VARIAS;7,03;2025/12/19; 871 ; 878 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-081;2025/12/05;6H1;2022/12/24;2024/12/05; 10,7 ;03;CC 01-1940;3,04;2025/12/29; 332 ; 335 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-090;2025/12/08;6H1;2018/09/06;2024/11/08; 11,6 ;08;CC 01-1940;12,51;2025/11/22; 1.458 ; 1.471 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-091;2026/01/06;6H1;2021/08/26;2024/12/25; 10,1 ;04;CC 11-595;1,42;2025/10/30; 166 ; 156 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-092;2026/11/08;6H1;2025/10/24;2025/08/08; 0,1 ;01;CC 93-3826;2,89;2025/07/27; 339 ; 349 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-094;2026/12/09;6H1;2025/10/25;2025/08/08; 0,1 ;01;CC 11-0129;3,29;2025/06/29; 360 ; 315 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-100;2025/12/11;6H1;2014/09/04;2024/11/11; 11,5 ;11;CC 01-1940;21,86;2025/11/27; 2.543 ; 2.514 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Walter Hernando Bermudez Vargas;Alberto Vasquez; GERTRUDIS;3102-110;2026/10/03;1H1;2022/09/06;2025/09/03; 1,8 ;04;CC 01-1940;23,54;2025/08/22; 2.773 ; 2.707 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
